Environment,Task,Seed,Bin,InaccuracyType,Steps,Collisions,TerminationReason,BugFound
6266,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
2255,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9594,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9610,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
6716,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7265,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
4777,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,5,Task Completed,False
8775,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8599,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9007,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1607,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
5137,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,3,Task Completed,False
1007,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,1,1,Task Completed,False
5728,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8357,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9908,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
5027,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
9899,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1376,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
5117,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
7051,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3544,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8732,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3851,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6923,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
7950,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5828,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
6788,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
6458,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9900,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1560,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7344,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,2,Task Completed,False
3843,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8651,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9233,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
1964,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
5378,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
2362,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3921,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
812,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3967,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1849,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9657,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9711,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3157,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
711,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9942,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8245,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
277,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
7623,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6840,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
583,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7915,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9808,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,0,Task Completed,False
7083,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3311,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,6,High Collision,True
3726,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4181,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4668,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,1,Task Completed,False
5431,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,4,0,Task Completed,False
9106,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4114,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4302,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
1197,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4947,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
340,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
5963,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6813,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
4588,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8125,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3228,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2156,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9777,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5044,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,3,Task Completed,False
8147,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6221,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
9115,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3156,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
1493,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8201,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
1583,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,3,Task Completed,False
6862,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
915,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
7330,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
8642,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3624,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8626,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6286,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6352,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9803,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5864,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
8894,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3400,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,0,Task Completed,False
3328,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,0,Task Completed,False
1029,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
1695,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
7023,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
696,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
3313,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
3355,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,3,Task Completed,False
5058,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9485,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8684,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4435,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,4,Task Completed,False
5860,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8614,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6207,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
3920,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,2,Task Completed,False
6779,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
6953,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
4578,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5935,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
7473,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
3478,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9430,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7651,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
7846,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6455,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3161,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7087,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6178,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5995,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3375,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4164,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2984,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
3053,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
2927,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
4989,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
133,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3125,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1072,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9417,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4048,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9319,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5980,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7980,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
831,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3440,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
5127,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5790,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
2559,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
2651,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5917,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,1,Task Completed,False
2936,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
7132,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3888,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
9149,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3861,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6388,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
213,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
9843,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7848,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
7207,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
5812,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4196,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
3637,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1627,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7682,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,5,Task Completed,False
6077,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
6553,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
2161,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3908,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8837,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3173,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
4448,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,2,Task Completed,False
6692,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
9833,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6706,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
500,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
1360,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7926,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7134,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
3653,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
9886,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,3,Task Completed,False
6732,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,3,Task Completed,False
9561,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
5153,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
2856,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
8621,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,4,Task Completed,False
5900,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8674,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
2445,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
9440,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2973,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
917,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
6979,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
604,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8777,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
3555,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
9359,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2198,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
269,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
297,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
9031,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9627,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
4030,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4306,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
8836,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7426,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
418,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
1404,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5878,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
2508,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
891,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
7447,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7198,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6744,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
1604,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,2,Task Completed,False
3765,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,2,Task Completed,False
4613,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2201,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9598,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
6719,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3259,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8001,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7140,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5684,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2106,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3638,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4995,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
8670,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
1566,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5735,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5158,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1065,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
1481,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8748,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,20,0,Task Completed,False
9046,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
307,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3901,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,3,Task Completed,False
9133,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,2,Task Completed,False
6635,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
564,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9974,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
8215,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,3,Task Completed,False
99,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8970,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3347,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4820,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
1310,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3949,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,1,Task Completed,False
1291,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3502,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
4106,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1356,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8308,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6410,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
1343,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
2258,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,0,Task Completed,False
6708,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6915,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2118,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
1963,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
1590,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
8053,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
2607,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8788,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2658,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
105,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5840,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
623,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,1,Task Completed,False
9385,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7672,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
1503,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,3,Task Completed,False
7674,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
9653,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2381,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,2,Task Completed,False
9449,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,1,Task Completed,False
9504,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5147,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7639,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
324,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
7866,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9826,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
5869,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,2,Task Completed,False
2328,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
2175,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,6,High Collision,True
1874,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7257,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1277,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1864,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5737,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
9630,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
399,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
778,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
8988,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,1,Task Completed,False
9872,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
5705,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2722,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
6542,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7928,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
7686,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5231,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
3591,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4084,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
2377,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6609,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
8,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
8297,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4657,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
9701,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
4697,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8368,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
1211,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
9080,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
244,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8100,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8851,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6131,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4003,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
