Seed Number,Bin Number,Environment,Task,Terminated,Execution Time (s)
Unknown,Result_ACAS_5_9472,Env_792,Task_67,False,1.34
Unknown,Result_ACAS_5_9472,Env_792,Task_296,False,1.67
Unknown,Result_ACAS_5_9472,Env_792,Task_445,False,0.98
Unknown,Result_ACAS_5_9472,Env_792,Task_103,False,1.04
Unknown,Result_ACAS_5_9472,Env_792,Task_505,False,1.4
Unknown,Result_ACAS_5_9472,Env_792,Task_198,False,0.88
Unknown,Result_ACAS_5_9472,Env_792,Task_471,False,0.16
Unknown,Result_ACAS_5_9472,Env_792,Task_170,False,0.62
Unknown,Result_ACAS_5_9472,Env_792,Task_1,False,0.42
Unknown,Result_ACAS_5_9472,Env_792,Task_363,False,0.73
Unknown,Result_ACAS_5_9472,Env_792,Task_617,False,0.87
Unknown,Result_ACAS_5_9472,Env_792,Task_82,False,0.51
Unknown,Result_ACAS_5_9472,Env_792,Task_563,False,1.31
Unknown,Result_ACAS_5_9472,Env_792,Task_304,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_537,False,1.2
Unknown,Result_ACAS_5_9472,Env_792,Task_245,False,1.02
Unknown,Result_ACAS_5_9472,Env_792,Task_600,False,1.18
Unknown,Result_ACAS_5_9472,Env_792,Task_380,False,1.01
Unknown,Result_ACAS_5_9472,Env_792,Task_202,False,1.06
Unknown,Result_ACAS_5_9472,Env_792,Task_356,False,0.71
Unknown,Result_ACAS_5_9472,Env_792,Task_111,False,0.94
Unknown,Result_ACAS_5_9472,Env_792,Task_60,False,0.12
Unknown,Result_ACAS_5_9472,Env_792,Task_530,False,0.42
Unknown,Result_ACAS_5_9472,Env_792,Task_36,False,0.34
Unknown,Result_ACAS_5_9472,Env_792,Task_598,False,0.48
Unknown,Result_ACAS_5_9472,Env_792,Task_184,False,1.02
Unknown,Result_ACAS_5_9472,Env_792,Task_215,False,0.43
Unknown,Result_ACAS_5_9472,Env_792,Task_439,False,0.37
Unknown,Result_ACAS_5_9472,Env_1087,Task_123,False,0.47
Unknown,Result_ACAS_5_9472,Env_1087,Task_462,False,0.48
Unknown,Result_ACAS_5_9472,Env_1087,Task_614,False,0.58
Unknown,Result_ACAS_5_9472,Env_1087,Task_572,False,1.25
Unknown,Result_ACAS_5_9472,Env_1087,Task_73,False,1.25
Unknown,Result_ACAS_5_9472,Env_1087,Task_293,False,0.73
Unknown,Result_ACAS_5_9472,Env_1087,Task_477,False,1.58
Unknown,Result_ACAS_5_9472,Env_1087,Task_510,False,0.87
Unknown,Result_ACAS_5_9472,Env_1087,Task_342,False,0.89
Unknown,Result_ACAS_5_9472,Env_1087,Task_552,False,1.14
Unknown,Result_ACAS_5_9472,Env_1087,Task_140,False,0.93
Unknown,Result_ACAS_5_9472,Env_1087,Task_577,False,0.81
Unknown,Result_ACAS_5_9472,Env_1087,Task_63,False,0.16
Unknown,Result_ACAS_5_9472,Env_1087,Task_80,False,0.34
Unknown,Result_ACAS_5_9472,Env_1087,Task_277,False,0.82
Unknown,Result_ACAS_5_9472,Env_1087,Task_428,False,1.59
Unknown,Result_ACAS_5_9472,Env_1087,Task_401,False,0.5
Unknown,Result_ACAS_5_9472,Env_1087,Task_596,False,1.54
Unknown,Result_ACAS_5_9472,Env_1087,Task_374,False,0.61
Unknown,Result_ACAS_5_9472,Env_1087,Task_336,False,0.27
